intercept;HBB;ALAS2;CD93;HTN3;STATH;BPIFA1;MUC4;MYOZ1;CYP2B7P1;MMP10;MMP7;MMP11;SEMG1;KLK3;PRM1;RPS4Y1;XIST;ACTB;18S-rRNA
-2,8933233813985204;1,3214863501082783;-0,5226320266550191;-0,26932208006345437;0,09517997175095697;-0,7446108260340375;-1,318164011719752;2,4000407468227016;4,406291933382826;5,151811601394214;3,0772344304527173;4,33959581844791;4,074415994906353;-0,4049221176679583;0,11103744982501294;0,1606934060806314
